MOVIE NAME,IMDB RATING (out of 10)
Dreamy Dud in Love,5.4
Dreamy Dud in the Air,6.1
Dreamy Dud in the Swim,7.1
Droppington's Devilish Deed,6.1
Droppington's Family Tree,7.2
DuBarry,6.7
The Doubt,5.7
The Hound of the Baskervilles,5.1
The Dust of Egypt,7.4
The Eagle's Nest,6.2
The Earl of Pawtucket,5.6
East Lynne,6.2
Eddie's Little Love Affair,6.0
The Edge of the Abyss,5.8
Eleven to One,5.5
Elsa's Brother,6.6
Elva,7.2
La emboscada trágica,6.1
The Emerald Brooch,6.7
Emmy of Stork's Nest,6.8
The End of the Road,6.0
An Enemy to Society,7.3
Enoch Arden,6.4
Environment,5.6
Esmeralda,6.0
The Eternal City,2.3
Ethel's Romeos,1.8
Eugene Aram,7.0
European War Pictures,6.5
The Evangelist,6.9
Everygirl,5.0
Evidence,6.6
Excuse Me,7.6
The Exile of Bar-K Ranch,5.2
The Exposition's First Romance,5.7
An Eye for an Eye,6.1
The Fable of Elvira and Farina and the Meal Ticket,6.5
The Fable of Hazel's Two Husbands and What Became of Them,7.0
The Fable of Hifaluting Tillie and Her Plain Parents,7.4
"The Fable of Sister Mae, Who Did As Well As Could Be Expected",6.1
The Fable of a Night Given Over to Revelry,7.6
The Fable of the Bachelor and the Back-Pedal,5.6
The Fable of the Busy Man and the Idle Woman,4.5
The Fable of the City Grafter and the Unprotected Rubes,7.5
The Fable of the Cold Gray Dawn of the Morning After,6.1
The Fable of the Demand That Must Be Supplied,5.6
The Fable of the Divine Spark That Had a Short Circuit,6.5
The Fable of the Escape of Arthur and the Salvation of Herbert,5.9
The Fable of the Fellow Who Had a Friend Who Knew a Girl Who Had a Friend,5.8
The Fable of the Galloping Pilgrim Who Kept on Galloping,6.0
The Fable of the Galumptious Girl,7.2
The Fable of the Good People Who Rallied to the Support of the Church,5.5
The Fable of the Heir and the Heiress,5.8
The Fable of the Highroller and the Buzzing Blondine,6.2
The Fable of the Home Treatment and the Sure Cure,6.3
The Fable of the Intermittent Fusser,6.4
The Fable of the Low Down Expert on the Subject of Babies,5.2
The Fable of the Men at the Women's Club,5.0
The Fable of the Roistering Blades,6.9
The Fable of the Scoffer Who Fell Hard,5.2
The Fable of the Search for Climate,7.0
The Fable of the Sorrows of the Unemployed and the Danger of Changing from Bill to Harold,6.2
The Fable of the Statesman Who Didn't Make Good,7.8
The Fable of the Struggle Between Personal Liberty and the Wave of Reform,4.8
The Fable of the Syndicate Lover,7.4
The Fable of the Through Train,6.2
The Fable of the Tip and the Treasure,6.5
The Fable of the Two Sensational Failures,5.4
The Fable of the Two Unfettered Birds,6.9
The Face at the Window,6.1
The Face in the Moonlight,6.4
Faces in the Night,6.3
The Failure,6.3
The Fairy and the Waif,6.7
Faithful to the Finish,6.0
The Family Cupboard,6.6
The Family Stain,7.4
"Fanchon, the Cricket",6.1
El fantasma negro,6.9
The Fascination of the Fleur de Lis,6.6
The Fatal Card,5.8
Fate's Alibi,6.6
Father and the Boys,5.5
Fatherhood,6.1
Fatty and Mabel at the San Diego Exposition,4.1
Mabel and Fatty's Married Life,6.6
Fatty and the Broadway Stars,6.6
Fatty's Chance Acquaintance,7.8
Fatty's Faithful Fido,5.5
Fatty's New Role,6.0
Fatty's Plucky Pup,5.5
Fatty's Reckless Fling,6.4
Fatty's Tintype Tangle,5.4
A Favorite Fool,6.7
Feet Is Feet: A Phable,7.2
Fickle Fatty's Fall,6.2
The Fifth Commandment,2.1
The Fight,5.7
The Fighting Hope,6.9
The Figure in Black,5.4
Film Tempo,4.8
The Final Judgment,5.9
Fine Feathers,6.5
The Fixer,5.9
The Flame of Passion,5.5
The Flaming Sword,4.2
The Flash of an Emerald,5.9
La fleur des ruines,6.0
Flor del arroyo,5.1
Florence Nightingale,6.6
The Flying Twins,5.7
La folie du Docteur Tube,5.5
Following the Scent,7.8
A Pardoned Lifer,6.3
A Fool There Was,6.8
The Fool and the Dancer,7.3
The Footsteps of Capt. Kidd,6.5
A Foozle at the Tee Party,5.5
"For $5, 000 a Year",7.4
For Cash,6.2
For the Honor of the Crew,6.8
For the Honor of the Kingdom,4.6
City of the Dead,6.2
Forbidden Fruit,6.4
Foreman of Bar Z Ranch,4.4
The Foreman's Choice,5.8
Forked Trails,5.8
The Foundling,7.0
Four Feathers,5.2
Fox Trot Finesse,6.2
The Fox Woman,6.4
The Frame-Up,6.6
Fresh from the Farm,4.3
Friends and Foes,6.8
From Headquarters,6.8
From Italy's Shores,6.7
From Patches to Plenty,6.4
From Shopgirl to Duchess,7.6
From the Valley of the Missing,5.2
From the Shadows,5.9
En förvillelse,6.6
Prince Seppl,6.2
The Galley Slave,5.8
The Galloper,6.0
The Gambler of the West,5.4
Gambier's Advocate,5.9
The Gambler's I.O.U.,6.6
Gambling Inside and Out,7.1
A Game Old Knight,6.8
Garden of Lies,6.4
Garrotazo y tentetieso,6.9
Gelöste Ketten,7.4
The Gentleman from Indiana,7.0
A Gentleman of Leisure,7.6
The German Side of the War,6.6
Getting a Start in Life,6.1
Ghosts,6.2
"Giddy, Gay, and Ticklish",5.0
Gilbert Gets Tiger-Itis,6.6
A Gilded Fool,4.9
Gilded Youth,6.7
The Girl Detective,4.6
The Girl I Left Behind Me,5.9
The Girl Who Had a Soul,5.2
The Girl and the Game,7.0
The Girl and the Mail Bag,7.4
The Girl from His Town,5.9
A Girl of Yesterday,7.0
The Girl of the Golden West,5.9
The Girl of the Night,5.0
Giving Them Fits,5.6
Gladiola,6.5
The Glory of Clementina,1.0
The Glory of Youth,6.1
God's Witness,7.0
The Goddess,4.9
The Gold Dust and the Squaw,5.4
The Golden Chance,6.8
The Golden Claw,6.7
The Golden Spider,6.3
The Goose Girl,6.6
The Governor's Boss,6.3
The Governor's Lady,6.8
Graft,5.6
The Grandee's Ring,7.0
Los grandes riegos de Aragón,6.7
Graustark,7.1
The Gray Mask,5.8
The Gray Nun of Belgium,5.6
Daydreams,5.2
The Great Adventure,6.1
The Great Divide,6.3
The Great Question,5.5
The Great Ruby,5.4
The Great Silence,5.1
The Great Vacuum Robbery,5.7
Great While It Lasted,5.3
The Greater Courage,4.8
Greater Love Hath No Man,4.8
The Green Cat,6.4
The Green Cloak,5.2
Gretna Green,5.4
The Grind,5.1
Grip,6.0
The Grizzly Gulch Chariot Race,5.3
The Grudge,4.9
Guarding Old Glory,5.9
Gussle Rivals Jonah,6.1
Gussle Tied to Trouble,5.9
Gussle's Backward Way,5.1
Gussle's Day of Rest,6.4
Gussle's Wayward Path,6.8
The Gypsy Trail,6.2
Ham at the Garbage Gentleman's Ball,5.7
Hans bröllopsnatt,5.0
Hans faders brott,5.5
Harold's Bad Man,7.0
A Hash House Fraud,5.5
Hash House Mashers,7.1
He Goes Bear Hunting,7.3
He Wouldn't Stay Down,6.5
"Hear Ye, Israel",7.0
The Heart of Jennifer,6.3
The Heart of Maryland,7.0
The Heart of a Bandit,6.4
The Heart of a Painted Woman,6.1
The Heart of the Blue Ridge,6.5
The Heart of the Sheriff,6.4
Heart's Desire,7.8
Heartaches,7.0
The Heart Breaker,6.2
Hearts Aflame,6.7
Hearts and Planets,5.7
Hearts and the Highway,6.4
Hearts in Exile,5.5
Hearts of Men,7.0
Hearts of the Jungle,6.7
The Heights of Hazard,4.0
Helene of the North,2.2
Help Wanted,6.2
Her Atonement,6.6
Her Convert,5.6
Her Dormant Love,5.2
Her Grandparents,7.2
Her Great Match,6.6
Her Mother's Daughter,5.4
Her Mother's Secret,5.7
Her Nameless Child,6.2
Her Own Way,5.0
Her Painted Hero,7.5
Her Reckoning,5.6
Her Shattered Idol,5.7
Her Slight Mistake,6.4
Her Winning Punch,5.7
Heritage,6.2
The Hero of the Dardanelles,6.8
The Hidden City,6.3
The High Hand,6.8
His Father's Footsteps,6.4
His Guardian Angel,5.8
His Last Trick,6.9
His Lordship's Dilemma,7.7
His Luckless Love,7.3
His New Job,6.7
His Phantom Sweetheart,5.1
His Pipe Dreams,2.1
His Turning Point,4.9
His Wife,4.2
His Wife's Past,6.0
History of the Great European War,4.0
The History of the World's Greatest War,6.2
Hjälte mot sin vilja,6.6
Hogan Out West,6.2
"Hogan, the Porter",6.2
Hogan's Aristocratic Dream,6.1
Hogan's Mussy Job,6.8
Hogan's Romance Upset,6.0
Hogan's Wild Oats,6.7
Home,6.5
The Home Breakers,5.6
A Home Breaking Hound,7.3
The Home Cure,5.5
The Honeymoon Baby,6.7
Honeymoon for Three,5.9
Honor Thy Father,5.1
The Honor of the Ormsbys,7.4
A Hot Time in Punkville,4.9
"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",5.2
"Der Hund von Baskerville, 4. Teil",6.2
The House of Fear,6.8
The House of Tears,5.1
The House of a Thousand Candles,5.7
The House of a Thousand Scandals,6.7
The House of the Lost Court,5.4
How Cissy Made Good,7.0
How Hazel Got Even,5.8
How Molly Malone Made Good,5.1
How Weary Went Wooing,7.2
A Human Hound's Triumph,7.0
The Hungarian Nabob,7.0
The Hunt,7.4
Hushing the Scandal,5.9
Blind Justice,6.2
The Heroism of Paddy,6.4
Högsta vinsten,7.0
I prövningens stund,4.8
I'm Glad My Boy Grew Up to Be a Soldier,6.6
An Idyll of the Hills,6.9
The Immigrant,6.4
The Impersonation of Tom,5.4
The Impostor,7.2
In Spite of All,7.1
In the Amazon Jungles with the Captain Besley Expedition,5.9
In the Grasp of the Law,6.9
In the Palace of the King,7.4
In the Park,5.8
In the Shadow,6.3
In the Shadow of Death,7.0
The Incorrigible Dukane,6.7
The Indian Trapper's Vindication,6.9
Det indiske gudebillede,8.1
Infatuation,5.5
Infidelity,5.6
An Innocent Burglar,6.3
Inspiration,6.1
The Iron Strain,6.3
The Island of Regeneration,5.6
The Isle of Content,5.8
It's No Laughing Matter,5.1
The Italian,5.6
The Ivory Snuff Box,6.1
Jack Chanty,5.3
Jack's Pals,7.6
Jane,7.3
The Eternal Strife,5.4
Janet of the Chorus,6.7
A Janitor's Wife's Temptation,6.4
Japan,7.6
Jeanne Doré,6.7
Jeanne of the Woods,7.1
Jewel,6.1
The Jewish Crown,5.8
Jim the Penman,6.2
A Jitney Elopement,6.8
John Glayde's Honor,7.4
Jordan Is a Hard Road,7.5
The Price of Betrayal,5.6
Judge Not; or the Woman of Mona Diggings,6.2
The Judgment of Men,5.9
Judy Forgot,5.4
The Juggernaut,6.4
June Friday,5.2
Just Jim,6.1
Just Nuts,6.7
Just Out of College,6.8
Kampen om en Rembrandt,6.3
Keep Moving,4.9
"Keno Bates, Liar",5.7
A Keyboard Strategy,5.8
Kilmeny,7.3
Kindling,5.6
Knight of the Trail,5.3
Koningin Elisabeth's dochter,4.3
Kreutzer Sonata,6.0
Los ladrones del gran mundo,4.8
Lady Audley's Secret,6.8
Lady Baffles and Detective Duck,6.3
Lady Mackenzie's Big Game Pictures,7.6
A Lady in Distress,5.6
The Lady of Shalott,3.0
The Lady of the Lighthouse,6.5
The Lamb,7.7
A Lancashire Lass,6.3
The Governor's Daughters,5.7
Langdon's Legacy,6.6
The Last Chapter,6.2
The Last Concert,6.8
Last Night of the Barbary Coast,4.1
The Last of the Mafia,4.1
Das Laster,5.9
The Laugh That Died,6.2
The Legal Light,4.5
Playmates,5.9
Lena,6.4
Let Katie Do It,5.7
Li'l Nor'wester,5.4
Life Without Soul,5.0
A Life at Stake,7.2
Life of American Indian,5.9
Life of Sam Davis: A Confederate Hero of the Sixties,6.2
The Light That Failed,6.9
The Lily and the Rose,6.3
Liliya Belgii,2.2
The Lily of Poverty Flat,6.6
A Little Brother of the Rich,6.4
The Little Catamount,6.4
The Little Dutch Girl,7.0
Little Egypt Malone,6.8
The Little Girl That He Forgot,3.3
The Little Girl of the Attic,7.9
The Little Gypsy,6.0
The Little Lumberjack,7.0
The Little Mademoiselle,6.3
The Little Minister,6.8
The Little Miss Brown,7.2
Little Mr. Fixer,6.8
Little Pal,6.9
The Little Puritan,6.8
The Little Soldier Man,7.0
Little Sunset,7.5
The Little White Violet,7.2
Lon of Lone Mountain,6.8
A London Flat Mystery,7.2
London's Yellow Peril,7.1
The Lone Star Rush,7.4
The Lonesome Heart,7.9
When the Lion Roared,5.7
"Lonesome Luke, Social Gangster",6.5
The Long Chance,6.7
Lord John in New York,7.3
The Lost House,7.3
The Lost Lord Lowell,5.8
Lost in the Jungle,6.5
The Love Route,2.9
"Love, Speed and Thrills",6.3
Love and a Savage,5.3
Love in Armor,5.6
Love in a Wood,6.9
Love's Pilgrimage to America,7.8
Love's Way,2.6
"Love, Loot and Crash",6.4
A Lover's Lost Control,5.7
A Lucky Deal,7.3
A Lucky Leap,6.9
A Lucky Strike,6.6
The Lure of Alaska,6.2
The Lure of Woman,5.5
The Lure of the Mask,4.2
The Luring Lights,6.2
Lydia Gilmore,5.4
Lyon Lea,5.0
M'Liss,7.1
Ma Hoggan's New Boarder,7.2
Ma's Girls,6.8
Mabel Lost and Won,5.4
Mabel and Fatty Viewing the World's Fair at San Francisco,6.0
Fatty and Mabel's Simple Life,6.4
Mabel and Fatty's Wash Day,6.6
Mabel's Wilful Way,6.7
"Mabel, Fatty and the Law",3.6
Marvelous Maciste,6.1
The Mad Maid of the Forest,7.7
Madame Butterfly,6.4
Madame de Thebes,6.2
The Magic Bon Bons,6.5
The Magic Skin,6.7
The Magic Toy Maker,5.9
The Magistrate's Story,6.8
Maid of the Mist,6.8
The Majesty of the Law,5.5
The Making Over of Geoffrey Manning,6.0
Man-Afraid-of-His-Wardrobe,5.8
The Man Behind the Door,6.9
The Man Trail,5.6
The Man Who Beat Dan Dolan,7.4
The Man Who Couldn't Beat God,5.9
The Man Who Found Himself,6.1
The Man Who Found Out,7.3
The Man Who Stayed at Home,7.6
The Man Who Vanished,8.3
A Man and His Mate,7.1
The Man from Nowhere,5.2
The Man from Oregon,5.2
The Man from Texas,6.9
The Man in Possession,5.3
The Man in the Attic,5.0
The Man in the Shadows,4.4
A Man of His Word,6.2
The Man of Shame,6.9
The Man on Watch,3.8
A Man's Making,6.8
A Man's Prerogative,7.2
A Man's Way,4.2
The Marble Heart,5.4
Margot,5.8
The Marriage of Kitty,6.5
Marrying Money,5.7
Marse Covington,6.0
"Martin Lowe, Financier",4.4
Martyrs of the Alamo,6.9
Mary's Duke,6.6
Mary's Lamb,6.0
The Masqueraders,6.1
The Master Mummer,6.5
The Master of His House,6.8
The Master of the House,5.6
The Master's Model,6.4
Matilda's Legacy,7.0
The Mating,4.8
A Matrimonial Boomerang,6.6
Matrimony,6.3
Max and the Purse,6.4
May Blossom,8.6
Life's Whirlpool,7.1
The Measure of a Man,5.7
The Meddler,7.1
The Melting Pot,5.8
The Memory Tree,5.9
The Menace of the Mute,6.9
The Middleman,4.8
Midnight at Maxim's,5.6
Midshipman Easy,5.8
The Mighty Hold,6.9
Mignon,4.5
Milestones of Life,5.4
The Mill on the Floss,7.3
The Millionaire Baby,5.2
The Millionaire Paupers,6.2
Minerva's Mission,6.1
Minlotsen,7.1
The Miracle of Life,3.3
The Miser's Legacy,5.5
The Misleading Lady,2.5
Miss Fatty's Seaside Lovers,5.1
The Missing Links,5.8
Los misterios de Barcelona,6.4
Mistress Nell,6.5
Mixed Flats,5.5
Mixed Up,5.8
A Mixup for Mazie,5.5
The Model,5.6
A Modern Magdalen,6.2
Moderne Ægteskab,7.5
Money,6.8
The Money Master,6.5
The Money Leeches,6.0
The Monopolist,5.8
Monsieur Lecoq,6.6
Mooi Holland,7.0
The Moonstone,6.7
The Morals of Marcus,5.5
Morpheus Mike,6.6
Mortmain,6.7
The Moth and the Flame,5.1
A Mother's Atonement,6.9
A Mother's Confession,7.3
Mother's Roses,4.8
Eine Motte flog zum Licht,5.4
The Mountain Girl,6.4
Mountain Justice,6.7
Mr. 'Silent' Haskins,5.2
Mr. Grex of Monte Carlo,6.7
Mr. Lyndon at Liberty,6.3
Mrs. Cassell's Profession,5.2
Mrs. Murphy's Cooks,5.2
Mrs. Plum's Pudding,6.0
The Mummy and the Humming Bird,6.1
Musketier Kaczmarek,4.6
My Best Girl,4.2
My Lady High and Mighty,7.5
My Madonna,6.3
My Old Dutch,4.0
My Valet,7.6
Mysteries of London,5.5
Mysteries of the Grand Hotel,6.3
The Mystery of Room 13,5.2
The Mystery of a Hansom Cab,5.3
Mästertjuven,6.6
Nan o' the Backwoods,3.0
Natasha Rostova,5.8
The Nation's Peril,5.7
"The Nature Man: or, the Struggle for Existence",6.9
Neal of the Navy,6.5
Nearly a Lady,6.1
Nedra,7.2
Dionysus' Anger,6.6
Never Again,7.0
The New Adam and Eve,6.6
The New Exploits of Elaine,6.7
The Governor,5.7
A Night Out,6.4
A Night Out,3.1
A Night in the Show,5.7
Nikolay Stavrogin,8.0
Niobe,5.6
Chopin's Nocturne,5.8
Not Guilty,7.0
Nur nicht heiraten,6.0
När konstnärer älska,6.2
O'Garry of the Royal Mounted,5.8
"Oh, Daddy!",7.1
Old Dutch,6.5
The Old Folks at Home,6.9
Old Heidelberg,7.2
The Old Homestead,6.5
An Old-Fashioned Girl,6.9
On Bitter Creek,6.2
On Dangerous Paths,5.9
On Her Wedding Night,6.6
On the Bread Line,7.3
On the Eagle Trail,5.9
On the Firing Line with the Germans,5.8
On the Night Stage,5.3
On the Spanish Main,6.6
On the Stroke of Twelve,6.9
On the Wrong Track,5.9
Once Every Ten Minutes,6.1
One Million Dollars,6.7
A One Night Stand,7.1
A One Reel Feature,6.9
The Only Man,4.6
The Only Way Out,6.4
Only a Farmer's Daughter,8.0
Only a Messenger Boy,7.7
La otra Carmen,5.2
Our Dare-Devil Chief,7.5
Out of Bondage,5.6
Out of the Darkness,6.5
Out of the Ruins,6.2
Out of the Silence,5.5
The Outcast,6.1
The Outer Edge,7.4
The Outlaw's Bride,6.9
The Outlaw's Revenge,6.3
The Outrage,5.7
Outside the Gates,6.7
Over Night,5.7
The Oyster Dredger,7.8
P.A. Powers' Comedies,7.1
Pacto de lágrimas,6.6
The Pageant of San Francisco,4.8
The Painted Lady Betty,5.7
The Painted Soul,6.9
Pals in Blue,5.3
Stick Around,6.9
The Parasite,6.1
Pardoned,6.5
The Park Honeymooners,6.5
The Parson Who Fled West,6.5
Pasionaria,6.7
The Passing of a Soul,5.2
Passing of the Oklahoma Outlaws,5.9
Paternal Love,6.4
Patriks äventyr,4.9
The Patriot and the Spy,5.5
Peanuts and Bullets,7.0
The Pearl of the Antilles,5.6
Pearls of Temptation,4.2
Peculiar Patients' Pranks,6.6
Peer Gynt,4.7
"Peggy Lynn, Burglar",6.6
Peladilla cochero de punto,6.8
The Penalty,6.1
The Penitentes,5.4
Pennington's Choice,4.8
Perils of the Jungle,3.4
The Period of the Jew,6.8
Pero yo te vengaré,3.6
The Lower Depths of St. Petersburg,5.9
The Phable of Sam and Bill,6.1
The Phable of a Busted Romance,5.9
A Phyllis of the Sierras,6.0
Pies and Poetry,7.2
A Pillar of Flame,7.2
Pimple's Three Weeks (Without the Option),2.4
The Pinch,6.9
The Pine's Revenge,6.2
Pinto Ben,5.0
Pirate Haunts,7.1
The Pitfall,7.0
Playing Dead,6.8
Pleasing Uncle,6.2
Plebeian,7.3
The Ploughshare,5.8
The Plunderer,3.8
The Police Dog Gets Piffles in Bad,7.3
The Police Dog to the Rescue,6.3
The Politicians,6.5
Los polvos del ratero,7.4
Pool Sharks,6.6
Poor Schmaltz,5.8
Por culpa del padre,5.4
The Port of Missing Women,5.8
The Portrait in the Attic,5.7
The Picture of Dorian Grey,6.1
After Death,6.6
A Prehistoric Love Story,5.6
Pressing His Suit,5.7
Pressing His Suit,4.9
The Pretenders,5.3
Pretty Mrs. Smith,6.6
The Pretty Sister of Jose,4.3
A Price for Folly,6.1
The Price of Her Silence,6.3
The Price,6.7
The Primrose Path,6.1
The Prince and the Pauper,6.1
The Prince of Pep,8.6
Princess Romanoff,6.2
The Prisoner of Zenda,6.0
Prohibition,7.0
The Prophet of the Hills,6.6
The Puny Soul of Peter Rand,6.7
The Puppet Crown,7.0
The Pursuing Shadow,6.3
The Quality of Mercy,7.1
Queen Margaret,6.0
The Quest,7.3
Quicksands of Life,7.1
Quits,4.8
The Race for a Gold Mine,1.7
Rafferty Goes to Coney Island,6.5
Rafferty at the Hotel de Rest,7.0
Rags,6.4
Rags and the Girl,7.1
Ragtime Snap Shots,7.0
El rajá de Lifará en Zaragoza,7.6
The Range Girl and the Cowboy,6.0
Ranson's Folly,3.8
Satan's Rhapsody,7.2
A Rascal's Wolfish Ways,5.0
"Rated at $10, 000, 000",6.5
The Raven,7.0
The Reaping,6.6
The Red Circle,6.6
Redenzione,5.5
The Reform Candidate,7.2
The Regeneration,7.0
Relentless Dalton,5.3
The Rent Jumpers,5.7
The Return of Richard Neal,5.3
The Reward,6.3
Richard Carvel,4.9
The Right Girl?,6.3
Right Off the Bat,5.7
The Right of Way,6.4
The Rights of Man: A Story of War's Red Blotch,5.9
The Ring of the Borgias,4.8
The Ringtailed Rhinoceros,5.2
The Road o' Strife,6.9
The Road to Paradise,7.1
The Romance of Elaine,6.1
The Romance of an American Duchess,7.1
Romantic Reggie,4.8
A Romaria da Senhora do Pilar,6.8
Roping a Bride,5.8
The Rosary,4.8
Rosemary,7.0
Rosen på Tistelön,7.3
The Roughneck,6.5
A Royal Family,5.7
The Rug Maker's Daughter,5.4
Rule G,6.3
Rum and Wall Paper,6.0
Rumpelstiltskin,5.2
Runaway June,5.3
The Runaway Wife,6.9
The Running Fight,5.1
The Runt,6.6
The Ruse,5.0
"Ruses, Rhymes and Roughnecks",4.1
Ruslan and Ludmilla,5.8
Russian Battlefields,4.8
The Rustle of a Skirt,5.4
The Sable Lorcha,7.0
A Safe Investment,7.4
Sage Brush Tom,6.1
Salvation Nell,5.0
"Sam Davis, the Hero of Tennessee",7.2
Samson,6.2
Satan Opium,5.3
Satan Sanderson,5.7
Saved by Her Horse,6.2
Saved by Wireless,4.5
Saved from the Harem,5.8
Scandal,4.1
The Scarlet Lady,5.0
The Scarlet Sin,7.1
Schlemihl,2.9
The Scorpion's Sting,6.5
The Scourge of the Desert,6.8
Sealed Lips,4.5
Sealed Valley,6.5
The Second in Command,6.8
The Secret Orchard,6.0
The Secret Room,6.6
The Secret Seven,5.2
The Secret Sin,7.5
The Secretary of Frivolous Affairs,6.3
Seeing America First,5.4
Semana santa en Tarragona,4.3
The Senator,6.5
The Sentimental Lady,6.9
Settled at the Seaside,7.1
The Seven Sisters,5.4
The Seventh Noon,6.3
Shadows from the Past,6.2
The Shadows of a Great City,7.3
The Shame of a Nation,5.2
Shanghaied,6.4
Shep the Sentinel,6.6
Sheriff for an Hour,6.2
The Sheriff's Dilemma,5.7
The Sheriff's Streak of Yellow,2.6
The Shooting of Dan McGrew,3.7
Should a Mother Tell,5.3
Should a Wife Forgive?,6.0
The Folly of Desire,6.5
Camille,6.4
The Silent Command,6.5
The Silent Voice,6.1
Silver Fox,6.8
The Silver Lining,5.4
Silver Threads Among the Gold,4.3
Simon Judit,6.3
"Simon, the Jester",5.1
Sin,5.5
The Sin of Olga Brandt,6.9
The Sins of Society,5.8
The Sins of the Mothers,5.9
The Sioux City Round-Up,6.2
Siren of Corsica,1.9
The Siren's Song,5.7
A Sister's Burden,4.8
"Skomakare, bliv vid din läst",5.9
Slim Higgins,5.6
The Slim Princess,6.4
Snobs,1.3
Soaking the Clothes,6.2
The Soap-Suds Star,6.6
The Social Pirates,3.7
Sold,5.7
El soldado de San Marcial,6.7
A Soldier's Oath,7.0
The Solution to the Mystery,5.7
Some Baby,7.8
Somewhere in France,3.4
Sonad skuld,5.0
The Song of Hate,8.1
The Song of the Wage Slave,6.8
Sonne und Schatten,6.3
The Sort-of-Girl-Who-Came-from-Heaven,6.7
The Soul of Broadway,6.9
The Soul of the Vase,6.2
The Source of Happiness,7.2
Spades Are Trumps,7.4
Spaghetti a la Mode,6.1
The Spanish Jade,6.9
The Speed King,8.0
The Spell of the Poppy,5.7
The Spender,5.4
The Spendthrift,6.3
The Spirit of Adventure,6.0
Spit-Ball Sadie,6.6
The Sporting Duchess,6.1
The Stagecoach Driver and the Girl,5.2
The Stagecoach Guard,6.8
The Star of the Sea,5.2
The Starring of Flora Finchurch,5.8
Stars Their Courses Change,7.3
Station Content,4.9
Steady Company,6.2
A Steel Rolling Mill,7.1
Still Waters,5.5
Stingaree,6.3
Stolen Goods,5.8
Stolen Magic,5.4
The Stolen Ruby,5.8
The Stolen Voice,5.9
The Pride of the Firm,5.9
The Stool Pigeon,7.2
Stop Thief!,4.0
The Strangler's Cord,6.5
Strass et Compagnie,6.3
Strathmore,6.7
Strejken,5.9
The Stronger Mind,5.6
Stronger Than Death,6.7
Stuart Webbs: Die Toten erwachen,6.3
The Stubbornness of Geraldine,6.6
Studies in Clay,6.5
A Study in Tramps,6.4
A Submarine Pirate,5.8
The Suburban,2.6
Such Is Life,5.0
Sunday,5.7
Sunshine Molly,7.2
The Supreme Test,6.1
Suspicious Characters,6.4
Sverchok na pechi,5.7
Sweedie Goes to College,5.1
Sweedie and Her Dog,5.9
Sweedie in Vaudeville,7.1
Sweedie's Hopeless Love,5.9
Sweedie's Suicide,6.7
Sweet Alyssum,5.9
Sweet Lavender,7.6
"System, the Secret of Success",7.3
Das Tagebuch Collins,5.6
Tainted Money,4.5
The Taking of Luke McVane,6.8
The Taking of Mustang Pete,6.1
The Tale of the 'C',7.2
The Tale of the Night Before,6.1
The Taming of Mary,7.1
The Tattooed Hand,7.3
Temptation,5.1
The Tenderfoot's Triumph,5.9
Terribly Stuck Up,6.9
The Terror of Twin Mountains,6.9
A Texas Steer,6.7
That Little Band of Gold,4.6
That Springtime Feeling,7.2
Their Golden Wedding,5.5
Their Happy Honeymoon,6.0
Their Happy Little Home,6.1
Their Social Splash,6.3
There's Good in Everyone,7.0
This Is the Life,6.7
Those College Girls,5.1
Thou Art the Man,6.3
The Threads of Fate,6.1
Three Bad Men and a Girl,6.4
The Three Brothers,6.8
Through Turbulent Waters,6.8
Tillie's Tomato Surprise,6.3
Time Lock No. 776,3.3
Tinkering with Trouble,6.2
A tiszti kardbojt,6.6
To Cherish and Protect,5.2
To Redeem a Value,5.1
To Redeem an Oath,6.7
The Toast of Death,7.8
Die Tochter der Landstraße,5.9
The Toll of Youth,4.7
Too Many Smiths,6.0
Tools of Providence,6.0
Tracked by the Hounds,7.7
A Trade Secret,6.2
The Tragedy of Bear Mountain,6.4
The Tragic Circle,5.8
The Traitor,7.2
The Tramp,6.1
The Tramps,5.5
Trickery,7.0
Tricks of Fate,5.4
Tried for His Own Murder,5.6
Trilby,5.3
A Trip to the Argentine,6.7
The Trust,6.8
The Truth About Helen,6.1
Truth Stranger Than Fiction,4.8
The Turn of the Road,7.5
Tutyu és Totyó,5.8
The Twin Sister,6.7
The Two Orphans,6.3
Two Women,7.4
Um 500.000 Mark,6.5
Un drame au château d'Acre,7.0
The Unafraid,7.1
The Unbroken Road,8.2
Under Southern Skies,5.5
Under a Shadow,6.5
Under the Crescent,6.7
The Unfaithful Wife,6.1
The Unhidden Treasure,4.2
The Unknown,6.9
Unto the Darkness,6.5
The Unwelcome Wife,5.0
The Valley of Decision,6.2
The Valley of Lost Hope,6.6
Les Vampires,6.5
The Vanderhoff Affair,6.8
The Vanishing Vases,6.0
The Vanishing Vault,5.9
Vanity Fair,7.2
Vengeance of Nana,7.4
Vengeance of the Wilds,6.4
The Ventures of Marguerite,5.2
The Verdict of the Heart,7.1
A Versatile Villain,6.0
Die vertauschte Braut,6.4
Via Wireless,7.3
Vice and Virtue,6.8
Victorine,5.9
The Victorious Jockey,6.2
The Victory of Virtue,5.5
The Village Homestead,6.4
A Village Scandal,6.2
The Violin Maker,5.4
Virtue,4.5
The Vision of the Shepherd,6.0
A Visit to Uncle Dudley's Farm,5.5
A Visit to the Zoo,7.0
